Genus,Species name ,Family,Phyllum,Nutrition type,Growth pattern,Substrate,Use,Date,Longitude,Latitude,Site
Cystoderma,amianthinum,Agaricaceae,Basidiomycota,NM,scattered,moss,unknown,2013-08-27,99.299017,25.27535,Baoshan
Cystoderma,amianthinum,Agaricaceae,Basidiomycota,NM,solitary,moss,unknown,2013-09-01,99.299017,25.27535,Baoshan
Cystoderma,granulosum,Agaricaceae,Basidiomycota,NM,solitary,soil,unknown,2014-08-26,99.299017,25.27535,Baoshan
Earliella, scabrosa,Polyporaceae,Basidiomycota,NM,grouped,wood,unknown,2013-09-01,99.30505,25.267117,Baoshan
Crepidotus,sp. 2,Inocybaceae,Basidiomycota,NM,grouped,wood,unknown,2013-08-21,99.29385,25.260833,Baoshan
Entoloma,chloropolium,Entolomataceae,Basidiomycota,NM,solitary,litters,inedible,2013-07-12,99.29265,25.248983,Baoshan
Entoloma,chloropolium,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-08-14,99.300283,25.265783,Baoshan
Entoloma,chloropolium,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-08-27,99.29265,25.248983,Baoshan
Entoloma,chloropolium,Entolomataceae,Basidiomycota,NM,grouped,litters,inedible,2013-08-06,99.299017,25.27535,Baoshan
Entoloma, lampropus,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-07-14,99.29265,25.248983,Baoshan
Entoloma, longistriatum,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-08-21,99.290417,25.2478,Baoshan
Entoloma, longistriatum,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-09-01,99.293417,25.259433,Baoshan
Entoloma, porphyrescens,Entolomataceae,Basidiomycota,NM,solitary,soil,inedible,2014-10-01,99.293417,25.259433,Baoshan
Entoloma, serrulatum,Entolomataceae,Basidiomycota,NM,solitary,soil,inedible,2014-09-01,99.29265,25.248983,Baoshan
Entoloma,sp. 8,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2013-09-14,99.299017,25.27535,Baoshan
Entoloma,sp. 8,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-08-13,99.300283,25.265783,Baoshan
Entoloma,sp. 8,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-08-25,99.29265,25.248983,Baoshan
Entoloma,sp. 8,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-08-26,99.300283,25.265783,Baoshan
Entoloma,sp. 8,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-09-01,99.30505,25.267117,Baoshan
Entoloma,sp. 8,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-09-02,99.29265,25.248983,Baoshan
Entoloma,sp. 8,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-09-09,99.29265,25.248983,Baoshan
Entoloma,sp. 8,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-09-17,99.291817,25.251467,Baoshan
Entoloma,sp. 8,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-09-24,99.29265,25.248983,Baoshan
Entoloma,sp. 8,Entolomataceae,Basidiomycota,NM,solitary,soil,inedible,2014-09-24,99.290417,25.2478,Baoshan
Entoloma,sp. 8,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-10-04,99.293417,25.259433,Baoshan
Entoloma,sp. 8,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-08-15,99.293417,25.259433,Baoshan
Entoloma,sp. 8,Entolomataceae,Basidiomycota,NM,grouped,litters,inedible,2014-08-21,99.299017,25.27535,Baoshan
Entoloma,sp. 8,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-08-27,99.293417,25.259433,Baoshan
Entoloma,sp. 8,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-09-01,99.290417,25.2478,Baoshan
Entoloma,sp. 8,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-09-07,99.29265,25.248983,Baoshan
Entoloma,sp. 8,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-09-17,99.303533,25.27325,Baoshan
Entoloma,sp. 8,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-09-24,99.290417,25.2478,Baoshan
Entoloma,sp. 8,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-10-01,99.293417,25.259433,Baoshan
Entoloma,sp. 8,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-10-04,99.290417,25.2478,Baoshan
Entoloma,sp. 9,Entolomataceae,Basidiomycota,NM,grouped,soil,inedible,2014-08-21,99.29265,25.248983,Baoshan
Favolaschia,calocera,Mycenaceae,Basidiomycota,NM,grouped,wood,unknown,2014-07-15,99.30505,25.267117,Baoshan
Favolaschia,calocera,Mycenaceae,Basidiomycota,NM,scattered,wood,unknown,2014-07-16,99.299017,25.27535,Baoshan
Fistulina,hepatica,Fistulinaceae,Basidiomycota,NM,solitary,soil,edible,2014-08-20,99.30505,25.267117,Baoshan
Fistulina,hepatica,Fistulinaceae,Basidiomycota,NM,grouped,wood,edible,2014-08-26,99.30505,25.267117,Baoshan
Galerina,sp. 1,Hymenogastraceae,Basidiomycota,NM,grouped,soil,unknown,2014-07-16,99.299017,25.27535,Baoshan
Galerina,sp. 8,Hymenogastraceae,Basidiomycota,NM,grouped,litters,unknown,2014-07-15,99.30505,25.267117,Baoshan
Ganoderma,sp. 1,Ganodermataceae,Basidiomycota,NM,grouped,wood,medicinal,2014-09-07,99.299017,25.27535,Baoshan
Geastrum,sessile,Geastraceae,Basidiomycota,NM,solitary,soil,medicinal,2014-08-26,99.300283,25.265783,Baoshan
Geastrum,sp. 1,Geastraceae,Basidiomycota,NM,solitary,soil,unknown,2013-08-27,99.299017,25.27535,Baoshan
Geastrum,sp. 1,Geastraceae,Basidiomycota,NM,solitary,soil,unknown,2013-09-06,99.300283,25.265783,Baoshan
Geastrum,sp. 1,Geastraceae,Basidiomycota,NM,scattered,soil,unknown,2013-09-10,99.299017,25.27535,Baoshan
Geastrum,sp. 1,Geastraceae,Basidiomycota,NM,solitary,soil,unknown,2013-09-11,99.299017,25.27535,Baoshan
Gomphidius,subroseus,Gomphidiaceae,Basidiomycota,ECM,scattered,soil,inedible,2014-09-16,99.30505,25.267117,Baoshan
Gomphidius,subroseus,Gomphidiaceae,Basidiomycota,ECM,solitary,soil,inedible,2013-07-29,99.299017,25.27535,Baoshan
Gomphidius,subroseus,Gomphidiaceae,Basidiomycota,ECM,scattered,soil,inedible,2013-07-31,99.30505,25.267117,Baoshan
Gomphidius,subroseus,Gomphidiaceae,Basidiomycota,ECM,solitary,litters,inedible,2013-08-18,99.293367,25.255817,Baoshan
Gomphidius,subroseus,Gomphidiaceae,Basidiomycota,ECM,solitary,soil,inedible,2013-09-20,99.300283,25.265783,Baoshan
Heimioporus,retisporus,Boletaceae,Basidiomycota,ECM,scattered,soil,inedible,2014-07-21,99.300283,25.265783,Baoshan
Heimioporus,retisporus,Boletaceae,Basidiomycota,ECM,scattered,soil,inedible,2013-07-22,99.300283,25.265783,Baoshan
Heimioporus,retisporus,Boletaceae,Basidiomycota,ECM,scattered,soil,inedible,2013-07-22,99.30385,25.27335,Baoshan
Heimioporus,retisporus,Boletaceae,Basidiomycota,ECM,scattered,soil,inedible,2013-08-13,99.30505,25.267117,Baoshan
Heimioporus,retisporus,Boletaceae,Basidiomycota,ECM,scattered,soil,inedible,2013-09-10,99.30505,25.267117,Baoshan
Helvella,cupuliformis,Helvellaceae,Ascomycota,NM,grouped,soil,inedible,2013-09-05,99.300283,25.265783,Baoshan
Helvella,atra,Helvellaceae,Ascomycota,NM,grouped,soil,inedible,2014-08-18,99.299017,25.27535,Baoshan
Helvella,crispa,Helvellaceae,Ascomycota,NM,grouped,soil,edible,2014-08-26,99.299017,25.27535,Baoshan
Helvella,crispa,Helvellaceae,Ascomycota,NM,grouped,soil,edible,2014-09-07,99.299017,25.27535,Baoshan
Helvella,crispa,Helvellaceae,Ascomycota,NM,grouped,soil,edible,2014-09-09,99.300283,25.265783,Baoshan
Helvella,crispa,Helvellaceae,Ascomycota,NM,solitary,soil,edible,2014-09-16,99.300283,25.265783,Baoshan
Helvella,crispa,Helvellaceae,Ascomycota,NM,solitary,soil,edible,2014-09-22,99.299017,25.27535,Baoshan
Helvella,crispa,Helvellaceae,Ascomycota,NM,solitary,soil,edible,2014-10-03,99.299017,25.27535,Baoshan
Helvella,crispa,Helvellaceae,Ascomycota,NM,solitary,soil,edible,2013-08-07,99.299017,25.27535,Baoshan
Helvella,crispa,Helvellaceae,Ascomycota,NM,solitary,soil,edible,2013-08-14,99.300283,25.265783,Baoshan
Helvella,crispa,Helvellaceae,Ascomycota,NM,grouped,soil,edible,2013-08-17,99.300283,25.265783,Baoshan
Helvella,crispa,Helvellaceae,Ascomycota,NM,grouped,soil,edible,2013-09-10,99.299017,25.27535,Baoshan
Helvella,crispa,Helvellaceae,Ascomycota,NM,grouped,soil,edible,2013-09-11,99.300283,25.265783,Baoshan
Helvella,crispa,Helvellaceae,Ascomycota,NM,grouped,soil,edible,2013-09-26,99.300283,25.265783,Baoshan
Helvella,elastica,Helvellaceae,Ascomycota,NM,grouped,soil,unknown,2014-08-26,99.30505,25.267117,Baoshan
Helvella,elastica,Helvellaceae,Ascomycota,NM,grouped,soil,unknown,2014-08-26,99.30505,25.267117,Baoshan
Helvella,elastica,Helvellaceae,Ascomycota,NM,grouped,soil,unknown,2013-08-21,99.300283,25.265783,Baoshan
Helvella,elastica,Helvellaceae,Ascomycota,NM,solitary,soil,unknown,2013-08-22,99.299017,25.27535,Baoshan
Helvella,ephippium,Helvellaceae,Ascomycota,NM,grouped,soil,unknown,2014-08-25,99.299017,25.27535,Baoshan
Helvella,ephippium,Helvellaceae,Ascomycota,NM,grouped,soil,unknown,2014-08-31,99.299017,25.27535,Baoshan
Helvella,ephippium,Helvellaceae,Ascomycota,NM,grouped,soil,unknown,2014-09-07,99.300283,25.265783,Baoshan
Helvella,ephippium,Helvellaceae,Ascomycota,NM,solitary,soil,unknown,2013-08-17,99.299017,25.27535,Baoshan
Helvella,ephippium,Helvellaceae,Ascomycota,NM,scattered,soil,unknown,2013-09-05,99.300283,25.265783,Baoshan
Helvella,ephippium,Helvellaceae,Ascomycota,NM,grouped,soil,unknown,2013-09-06,99.299017,25.27535,Baoshan
Helvella,ephippium,Helvellaceae,Ascomycota,NM,solitary,soil,unknown,2013-09-11,99.299017,25.27535,Baoshan
Hohenbuehelia,sp. 1,Pleurotaceae,Basidiomycota,NM,grouped,wood,unknown,2014-07-16,99.299017,25.27535,Baoshan
Hohenbuehelia,sp. 1,Pleurotaceae,Basidiomycota,NM,scattered,litters,unknown,2014-08-13,99.299017,25.27535,Baoshan
Hydnellum,concrescens,Bankeraceae,Basidiomycota,ECM,grouped,soil,inedible,2014-08-14,99.30505,25.267117,Baoshan
Hydnellum,concrescens,Bankeraceae,Basidiomycota,ECM,grouped,litters,inedible,2014-08-20,99.300283,25.265783,Baoshan
Hydnellum,concrescens,Bankeraceae,Basidiomycota,ECM,grouped,litters,inedible,2014-08-20,99.300283,25.265783,Baoshan
Hydnellum,concrescens,Bankeraceae,Basidiomycota,ECM,grouped,soil,inedible,2014-08-26,99.300283,25.265783,Baoshan
Hydnellum,concrescens,Bankeraceae,Basidiomycota,ECM,solitary,soil,inedible,2014-09-02,99.30505,25.267117,Baoshan
Hydnellum,concrescens,Bankeraceae,Basidiomycota,ECM,grouped,soil,inedible,2014-09-16,99.300283,25.265783,Baoshan
Hydnellum,concrescens,Bankeraceae,Basidiomycota,ECM,grouped,soil,inedible,2013-07-27,99.300283,25.265783,Baoshan
Hydnellum,concrescens,Bankeraceae,Basidiomycota,ECM,grouped,litters,inedible,2013-08-07,99.300283,25.265783,Baoshan
Hydnellum,concrescens,Bankeraceae,Basidiomycota,ECM,scattered,soil,inedible,2013-08-07,99.30505,25.267117,Baoshan
Hydnellum,concrescens,Bankeraceae,Basidiomycota,ECM,scattered,soil,inedible,2013-09-05,99.300283,25.265783,Baoshan
Hydnellum,concrescens,Bankeraceae,Basidiomycota,ECM,grouped,litters,inedible,2013-09-20,99.30505,25.267117,Baoshan
Hydnellum,cyanopodium,Bankeraceae,Basidiomycota,ECM,scattered,soil,inedible,2014-08-14,99.300283,25.265783,Baoshan
Hydnellum,cyanopodium,Bankeraceae,Basidiomycota,ECM,grouped,wood,inedible,2014-08-14,99.30505,25.267117,Baoshan
Hydnellum,cyanopodium,Bankeraceae,Basidiomycota,ECM,grouped,litters,inedible,2014-08-26,99.300283,25.265783,Baoshan
Hydnellum,scrobiculatum,Bankeraceae,Basidiomycota,ECM,solitary,litters,inedible,2014-08-14,99.30505,25.267117,Baoshan
Hydnellum,scrobiculatum,Bankeraceae,Basidiomycota,ECM,grouped,litters,inedible,2014-08-20,99.30505,25.267117,Baoshan
Hydnellum,scrobiculatum,Bankeraceae,Basidiomycota,ECM,grouped,soil,inedible,2014-08-26,99.30505,25.267117,Baoshan
Hydnellum,scrobiculatum,Bankeraceae,Basidiomycota,ECM,solitary,soil,unknown,2014-09-23,99.30505,25.267117,Baoshan
Hydnellum,sp. 1,Bankeraceae,Basidiomycota,ECM,grouped,soil,unknown,2014-09-16,99.300283,25.265783,Baoshan
Hydnellum,sp. 1,Bankeraceae,Basidiomycota,ECM,solitary,soil,unknown,2014-09-23,99.30505,25.267117,Baoshan
Hydnellum,sp. 1,Bankeraceae,Basidiomycota,ECM,grouped,litters,unknown,2014-09-30,99.30505,25.267117,Baoshan
Hydnellum,sp. 1,Bankeraceae,Basidiomycota,ECM,solitary,soil,unknown,2013-07-29,99.30505,25.267117,Baoshan
Hydnellum,sp. 1,Bankeraceae,Basidiomycota,ECM,scattered,litters,unknown,2013-08-17,99.300283,25.265783,Baoshan
Hydnellum,sp. 2,Bankeraceae,Basidiomycota,ECM,grouped,litters,unknown,2013-07-29,99.30505,25.267117,Baoshan
Hydnellum,sp. 3,Bankeraceae,Basidiomycota,ECM,scattered,litters,unknown,2013-08-02,99.300283,25.265783,Baoshan
Hydnellum,sp. 4,Bankeraceae,Basidiomycota,ECM,scattered,litters,unknown,2013-08-07,99.30505,25.267117,Baoshan
Hydnellum,sp. 5,Bankeraceae,Basidiomycota,ECM,grouped,litters,unknown,2013-08-17,99.300283,25.265783,Baoshan
Hydnellum,tomentosus,Bankeraceae,Basidiomycota,ECM,grouped,litters,inedible,2014-08-20,99.300283,25.265783,Baoshan
Hydnellum,tomentosus,Bankeraceae,Basidiomycota,ECM,grouped,soil,inedible,2014-08-20,99.30505,25.267117,Baoshan
Hydnum,repandum,Hydnaceae,Basidiomycota,ECM,solitary,soil,edible,2014-08-13,99.299017,25.27535,Baoshan
Hydnum,repandum,Hydnaceae,Basidiomycota,ECM,grouped,soil,edible,2014-08-25,99.299017,25.27535,Baoshan
Hydnum,repandum,Hydnaceae,Basidiomycota,ECM,solitary,soil,edible,2014-09-07,99.299017,25.27535,Baoshan
Hydnum,repandum,Hydnaceae,Basidiomycota,ECM,scattered,soil,edible,2014-09-15,99.299017,25.27535,Baoshan
Hydnum,repandum,Hydnaceae,Basidiomycota,ECM,scattered,soil,edible,2014-09-22,99.30385,25.27335,Baoshan
Hydnum,repandum,Hydnaceae,Basidiomycota,ECM,solitary,soil,edible,2014-09-07,99.300283,25.265783,Baoshan
Hydnum,repandum,Hydnaceae,Basidiomycota,ECM,grouped,soil,edible,2013-07-29,99.299017,25.27535,Baoshan
Hydnum,repandum,Hydnaceae,Basidiomycota,ECM,solitary,soil,edible,2013-08-04,99.299017,25.27535,Baoshan
Hydnum,repandum,Hydnaceae,Basidiomycota,ECM,grouped,soil,edible,2013-08-09,99.299017,25.27535,Baoshan
Hydnum,repandum,Hydnaceae,Basidiomycota,ECM,grouped,soil,edible,2013-09-25,99.299017,25.27535,Baoshan
Hydnum,sp. 1,Hydnaceae,Basidiomycota,ECM,solitary,soil,unknown,2013-08-26,99.300283,25.265783,Baoshan
Hydnum,sp. 1,Hydnaceae,Basidiomycota,ECM,grouped,litters,unknown,2013-08-31,99.300283,25.265783,Baoshan
Hygrocybe,psittacina,Hygrophoraceae,Basidiomycota,NM,scattered,soil,inedible,2014-08-27,99.291817,25.251467,Baoshan
Hygrocybe,cantharellus,Hygrophoraceae,Basidiomycota,NM,solitary,soil,inedible,2014-08-21,99.291817,25.251467,Baoshan
Hygrocybe,conica,Hygrophoraceae,Basidiomycota,NM,solitary,soil,inedible,2014-09-09,99.300283,25.265783,Baoshan
Hygrocybe,conica,Hygrophoraceae,Basidiomycota,NM,grouped,soil,inedible,2014-09-01,99.300283,25.265783,Baoshan
Hygrocybe,conica,Hygrophoraceae,Basidiomycota,NM,solitary,soil,inedible,2013-09-10,99.300283,25.265783,Baoshan
Hygrocybe,conica,Hygrophoraceae,Basidiomycota,NM,scattered,soil,inedible,2013-09-25,99.288217,25.256633,Baoshan
Hygrocybe,persistens,Hygrophoraceae,Basidiomycota,NM,grouped,soil,inedible,2014-07-20,99.289367,25.258117,Baoshan
Hygrocybe,persistens,Hygrophoraceae,Basidiomycota,NM,scattered,soil,inedible,2014-09-01,99.289367,25.258117,Baoshan
Hygrocybe,persistens,Hygrophoraceae,Basidiomycota,NM,solitary,soil,inedible,2014-09-08,99.289367,25.258117,Baoshan
Hygrophorus,agathosmus,Hygrophoraceae,Basidiomycota,ECM,grouped,litters,inedible,2013-07-21,99.300283,25.265783,Baoshan
Hygrophorus,agathosmus,Hygrophoraceae,Basidiomycota,ECM,solitary,soil,inedible,2013-08-13,99.300283,25.265783,Baoshan
Hymenogaster,sp. 1,Hymenogastraceae,Basidiomycota,ECM,solitary,soil,inedible,2014-08-14,99.30505,25.267117,Baoshan
Hypholoma,capnoides,Strophariaceae,Basidiomycota,NM,grouped,soil,inedible,2013-07-25,99.29265,25.248983,Baoshan
Hypholoma,capnoides,Strophariaceae,Basidiomycota,NM,grouped,soil,inedible,2013-09-24,99.29265,25.248983,Baoshan
Hypholoma,sublateritium,Strophariaceae,Basidiomycota,NM,grouped,wood,inedible,2013-09-19,99.29265,25.248983,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,grouped,wood,inedible,2014-07-20,99.299017,25.27535,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,grouped,wood,inedible,2014-08-15,99.29265,25.248983,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,grouped,soil,inedible,2014-08-20,99.300283,25.265783,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,grouped,wood,inedible,2014-08-26,99.29265,25.248983,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,grouped,wood,inedible,2014-08-27,99.293367,25.255817,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,grouped,wood,inedible,2014-09-08,99.300283,25.265783,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,solitary,wood,inedible,2014-08-15,99.29265,25.248983,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,grouped,soil,inedible,2014-08-21,99.29265,25.248983,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,solitary,soil,inedible,2014-08-27,99.293417,25.259433,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,grouped,wood,inedible,2014-09-01,99.299017,25.27535,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,grouped,wood,inedible,2013-09-26,99.293417,25.259433,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,scattered,soil,inedible,2013-07-25,99.293417,25.259433,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,grouped,wood,inedible,2013-07-31,99.29265,25.248983,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,grouped,soil,inedible,2014-08-15,99.29265,25.248983,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,grouped,wood,inedible,2014-09-02,99.299017,25.27535,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,grouped,soil,inedible,2014-09-15,99.293417,25.259433,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,grouped,soil,inedible,2014-09-22,99.293417,25.259433,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,solitary,soil,inedible,2014-09-23,99.29265,25.248983,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,grouped,soil,inedible,2014-08-27,99.290417,25.2607,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,grouped,wood,inedible,2014-09-08,99.30505,25.267117,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,grouped,soil,inedible,2014-09-17,99.293417,25.259433,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,grouped,wood,inedible,2013-07-31,99.29265,25.248983,Baoshan
Hypholoma,fasciculare,Strophariaceae,Basidiomycota,NM,grouped,soil,inedible,2013-09-29,99.300283,25.265783,Baoshan
Hypholoma,sp. 1,Strophariaceae,Basidiomycota,NM,scattered,soil,unknown,2013-07-01,99.29265,25.248983,Baoshan
Hypholoma,sp. 1,Strophariaceae,Basidiomycota,NM,grouped,litters,unknown,2014-07-08,99.29265,25.248983,Baoshan
Hypholoma,sp. 1,Strophariaceae,Basidiomycota,NM,grouped,litters,unknown,2014-08-21,99.293367,25.255817,Baoshan
Hypholoma,sp. 1,Strophariaceae,Basidiomycota,NM,grouped,soil,unknown,2014-07-14,99.293367,25.255817,Baoshan
Hypholoma,sp. 2,Strophariaceae,Basidiomycota,NM,grouped,litters,unknown,2014-07-08,99.293367,25.255817,Baoshan
Hypholoma,sp. 2,Strophariaceae,Basidiomycota,NM,grouped,litters,unknown,2014-07-08,99.29265,25.248983,Baoshan
Hypholoma,sp. 3,Strophariaceae,Basidiomycota,NM,scattered,soil,unknown,2013-07-02,99.291817,25.251467,Baoshan
Hypholoma,sp. 3,Strophariaceae,Basidiomycota,NM,solitary,soil,unknown,2014-07-20,99.29265,25.248983,Baoshan
Hypholoma,sp. 3,Strophariaceae,Basidiomycota,NM,solitary,litters,unknown,2014-08-27,99.30505,25.267117,Baoshan
Hypholoma,sp. 3,Strophariaceae,Basidiomycota,NM,scattered,litters,unknown,2014-09-01,99.293367,25.255817,Baoshan
Hypholoma,sp. 3,Strophariaceae,Basidiomycota,NM,scattered,litters,unknown,2014-09-30,99.293367,25.255817,Baoshan
Hypholoma,sp. 3,Strophariaceae,Basidiomycota,NM,solitary,litters,unknown,2013-09-09,99.293367,25.255817,Baoshan
Inocybe,agglutinata,Inocybaceae,Basidiomycota,ECM,grouped,soil,inedible,2013-07-29,99.299017,25.27535,Baoshan
Inocybe,flavobrunnea,Inocybaceae,Basidiomycota,ECM,solitary,soil,inedible,2013-10-01,99.299017,25.27535,Baoshan
Inocybe,fuscidula,Inocybaceae,Basidiomycota,ECM,grouped,soil,inedible,2014-07-14,99.293367,25.255817,Baoshan
Inocybe,fuscidula,Inocybaceae,Basidiomycota,ECM,grouped,soil,inedible,2014-08-13,99.299017,25.27535,Baoshan
Inocybe,fuscidula,Inocybaceae,Basidiomycota,ECM,scattered,soil,inedible,2014-08-14,99.300283,25.265783,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,solitary,soil,inedible,2013-08-04,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,solitary,soil,inedible,2014-08-18,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,solitary,soil,inedible,2014-08-20,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,grouped,soil,inedible,2014-08-25,99.300283,25.265783,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,solitary,soil,inedible,2014-08-25,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,scattered,soil,inedible,2014-08-31,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,scattered,soil,inedible,2014-09-07,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,solitary,soil,inedible,2014-09-09,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,grouped,soil,inedible,2014-09-15,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,grouped,soil,inedible,2014-09-15,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,grouped,soil,inedible,2014-09-22,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,solitary,soil,inedible,2014-09-29,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,grouped,soil,inedible,2014-09-29,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,scattered,soil,inedible,2014-10-03,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,grouped,soil,inedible,2014-10-03,99.300283,25.265783,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,solitary,soil,inedible,2014-09-17,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,grouped,soil,inedible,2013-08-04,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,solitary,soil,inedible,2013-08-09,99.290417,25.2478,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,grouped,soil,inedible,2013-08-09,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,solitary,soil,inedible,2013-08-13,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,scattered,soil,inedible,2013-08-14,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,solitary,soil,inedible,2013-08-18,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,solitary,soil,inedible,2013-08-22,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,solitary,soil,inedible,2013-08-27,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,scattered,soil,inedible,2013-09-01,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,solitary,soil,inedible,2013-09-06,99.300283,25.265783,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,scattered,soil,inedible,2013-07-24,99.299017,25.27535,Baoshan
Inocybe,geophylla,Inocybaceae,Basidiomycota,ECM,solitary,soil,inedible,2013-09-21,99.299017,25.27535,Baoshan
Inocybe,grammata,Inocybaceae,Basidiomycota,ECM,solitary,soil,inedible,2013-08-18,99.299017,25.27535,Baoshan
Inocybe,lacera,Inocybaceae,Basidiomycota,ECM,scattered,soil,inedible,2013-08-09,99.29265,25.248983,Baoshan
Inocybe,lacera,Inocybaceae,Basidiomycota,ECM,grouped,soil,inedible,2014-07-14,99.299017,25.27535,Baoshan
Inocybe,lacera,Inocybaceae,Basidiomycota,ECM,scattered,soil,inedible,2013-08-15,99.290417,25.2478,Baoshan
Inocybe,praetervisa,Inocybaceae,Basidiomycota,ECM,grouped,soil,inedible,2014-08-15,99.29265,25.248983,Baoshan
Inocybe,praetervisa,Inocybaceae,Basidiomycota,ECM,grouped,soil,inedible,2014-08-15,99.293367,25.255817,Baoshan
