Genus,Species name ,Family,Phyllum,No. of individual ,Nutrition type,Growth pattern,Substrate,Use,Long term plot (y/n),Months active,Year,Date,Plot name,Longitude,Latitude,Site,Forest type,Dominant tree,Dominant tree,Dominant tree,Land Cover Type
Lactarius,sp.hagneti,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-08-29,LJ-P-2-3,100.183489,27.000067,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Lactarius,torminosus,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-08-29,LJ-P-2-3,100.183489,27.000067,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,ochroleuca,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-09-14,LJ-P-2-3,100.183489,27.000067,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,rosea,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-09-14,LJ-P-2-3,100.183489,27.000067,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,sanguinaria,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-08-29,LJ-P-2-3,100.183489,27.000067,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,xerampelina,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-08-11,LJ-P-2-3,100.183489,27.000067,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,xerampelina,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-08-19,LJ-P-2-3,100.183489,27.000067,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Boletus,edulis,Boletaceae,Basidiomycota,2,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-09-05,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Collybia,butyracea,Marasmiaceae,Basidiomycota,1,saprotrophic ,Grouped,Soil,Unknown,1,July-October,2014,2014-07-09,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Collybia,butyracea,Marasmiaceae,Basidiomycota,1,saprotrophic ,Grouped,Soil,Unknown,1,July-October,2014,2014-07-09,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Collybia,cirrhata,Marasmiaceae,Basidiomycota,4,saprotrophic ,Grouped,Soil,InEdible,1,July-October,2014,2014-07-18,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Collybia,cirrhata,Marasmiaceae,Basidiomycota,3,saprotrophic ,Grouped,Leaf litter,InEdible,1,July-October,2014,2014-07-25,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Collybia,dryophila,Marasmiaceae,Basidiomycota,n,saprotrophic ,Grouped,Soil,Edible,1,July-October,2014,2014-07-09,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Cyathus,arenal,Nidulariaceae,Basidiomycota,4,saprotrophic ,Solitary,Leaf litter,Unknown,1,July-October,2014,2014-09-05,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Hygrocybe,sp.1,Hygrophoraceae,Basidiomycota,2,saprotrophic ,Grouped,Leaf litter,Unknown,1,July-October,2014,2014-09-12,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Hygrophorus,erubescens,Hygrophoraceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,InEdible,1,July-October,2014,2014-08-16,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Hygrophorus,latitabundus,Hygrophoraceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-08-08,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Lactarius,fuliginosus,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-17,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Lactarius,fuliginosus,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-24,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Lactarius,sp.hagneti,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-01,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Lactarius,volemus,Russulaceae,Basidiomycota,3,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-09-12,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Marasmius,undatus,Marasmiusaceae,Basidiomycota,1,saprotrophic ,Grouped,Leaf litter,Unknown,1,July-October,2014,2014-07-18,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Mycena,galericulata,Marasmiaceae,Basidiomycota,3,saprotrophic ,Grouped,Leaf litter,Unknown,1,July-October,2014,2014-08-26,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Mycoleptodonoides,aitchisonii,Mycoleptoaceae,Basidiomycota,3,saprotrophic ,Scattered,Soil,Unknown,1,July-October,2014,2014-09-05,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Pseudohydnum,Gelatinosum,Tremellaceae ,Basidiomycota,4,saprotrophic ,Grouped,Soil,Edible,1,July-October,2014,2014-08-26,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,amoena,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-05,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,atropurpurea,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-09-01,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
russula,brevipes,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-09-05,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,cyanoxantha,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-08-26,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,mustelina,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-08-16,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,mustelina,Russulaceae,Basidiomycota,2,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-05,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,parazurea,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-08-08,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,parazurea,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-08-16,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,queletii,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,InEdible,1,July-October,2014,2014-08-08,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,rosacea,Russulaceae,Basidiomycota,3,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-08-26,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,rosacea,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-01,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,rosacea,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-12,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,sanguinea,Russulaceae,Basidiomycota,3,mycorrhizal,Solitary,Soil,InEdible,1,July-October,2014,2014-08-26,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,sanguinea,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,InEdible,1,July-October,2014,2014-09-01,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,sanguinea,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,InEdible,1,July-October,2014,2014-09-05,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,sanguinea,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,InEdible,1,July-October,2014,2014-09-05,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,sanguinea,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,InEdible,1,July-October,2014,2014-09-24,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,xerampelina,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-08-08,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Suillus,granulatus,Boletaceae,Basidiomycota,7,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-07-09,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Suillus,granulatus,Boletaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-07-18,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Suillus,granulatus,Boletaceae,Basidiomycota,3,Ectomycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-07-25,LJ-P-3-1,100.166931,28.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Agaricus,semotus,Agaricaceae,Basidiomycota,1,saprotrophic ,Solitary,Soil,Edible,1,July-October,2014,2014-08-30,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,Type 8 = Mosaic Forest-Shrubland/Grassland
Amanita,phalloides,Amanitceae ,Basidiomycota,2,mycorrhizal,Solitary,Soil,Medicinal,1,July-October,2014,2014-08-04,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Amanita,vaginata,Amanitceae ,Basidiomycota,1,mycorrhizal,Solitary,Soil,InEdible,1,July-October,2014,2014-09-23,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Collybia,asema,Marasmiaceae,Basidiomycota,1,saprotrophic ,Solitary,Leaf litter,Unknown,1,July-October,2014,2014-09-16,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Collybia,butyracea,Marasmiaceae,Basidiomycota,1,saprotrophic ,Grouped,Leaf litter,Unknown,1,July-October,2014,2014-09-16,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Collybia,cirrhata,Marasmiaceae,Basidiomycota,2,saprotrophic ,Grouped,Soil,InEdible,1,July-October,2014,2014-07-20,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Hygrocybe,sp.1,Hygrophoraceae,Basidiomycota,1,saprotrophic ,Grouped,Leaf litter,Unknown,1,July-October,2014,2014-09-11,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Hygrocybe,sp.1,Hygrophoraceae,Basidiomycota,1,saprotrophic ,Grouped,Leaf litter,Unknown,1,July-October,2014,2014-09-11,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Hygrocybe,sp.1,Hygrophoraceae,Basidiomycota,1,saprotrophic ,Grouped,Leaf litter,Unknown,1,July-October,2014,2014-09-16,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Laccaria,sp.3,Tricholomataceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-23,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Lactarius,chrysorrheus,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,InEdible,1,July-October,2014,2014-08-15,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Suillius,bovinus,Boletaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-23,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Suillus,granulatus,Boletaceae,Basidiomycota,3,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-07-20,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Suillus,sp.,Boletaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-08-15,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Suillus,sp.,Boletaceae,Basidiomycota,1,saprotrophic ,Solitary,Soil,Unknown,1,July-October,2014,2014-08-20,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Suillus,sp.,Boletaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-08-30,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Suillus,sp.,Boletaceae,Basidiomycota,2,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-16,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Tricholoma,scalpturatum,Tricholomataceae,Basidiomycota,1,mycorrhizal,Scattered,Soil,Unknown,1,July-October,2014,2014-08-30,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Tricholoma,scalpturatum,Tricholomataceae,Basidiomycota,1,mycorrhizal,Scattered,Soil,Unknown,1,July-October,2014,2014-09-11,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Tylopilus,ballouii,Boletaceae,Basidiomycota,2,mycorrhizal,Scattered,Soil,Unknown,1,July-October,2014,2014-09-16,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Tylopilus,intermedius,Boletaceae,Basidiomycota,1,mycorrhizal,Grouped,Soil,Edible,1,July-October,2014,2014-09-16,LJ-P-3-2,100.166942,27.000036,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Collybia,cirrhata,Marasmiaceae,Basidiomycota,3,saprotrophic ,Grouped,Leaf litter,InEdible,1,July-October,2014,2014-07-18,LJ-P-3-3,100.183381,27.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Collybia,tuberosa,Marasmiaceae,Basidiomycota,1,saprotrophic ,Grouped,Leaf litter,Unknown,1,July-October,2014,2014-08-08,LJ-P-3-3,100.183381,27.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Inocybe,sp.1,cortinariaceae,Basidiomycota,2,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-08-26,LJ-P-3-3,100.183381,27.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Lactarius,fuliginosus,Russulaceae,Basidiomycota,3,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-01,LJ-P-3-3,100.183381,27.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Lactarius,fuliginosus,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-17,LJ-P-3-3,100.183381,27.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Lactarius,rufus,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-08-26,LJ-P-3-3,100.183381,27.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Lactarius,sp.hagneti,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-01,LJ-P-3-3,100.183381,27.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Pulverobletus,ravenelii,Boletaceae,Basidiomycota,1,mycorrhizal,Grouped,Soil,Unknown,1,July-October,2014,2014-09-01,LJ-P-3-3,100.183381,27.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,cremoricolor,Russulaceae,Basidiomycota,2,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-01,LJ-P-3-3,100.183381,27.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,emetica,Russulaceae,Basidiomycota,2,mycorrhizal,Solitary,Soil,Edible and Medicinal,1,July-October,2014,2014-08-16,LJ-P-3-3,100.183381,27.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,rosea,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-09-12,LJ-P-3-3,100.183381,27.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,sanguinea,Russulaceae,Basidiomycota,2,mycorrhizal,Solitary,Soil,InEdible,1,July-October,2014,2014-09-01,LJ-P-3-3,100.183381,27.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,sanguinea,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,InEdible,1,July-October,2014,2014-09-05,LJ-P-3-3,100.183381,27.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,xerampelina,Russulaceae,Basidiomycota,3,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-08-26,LJ-P-3-3,100.183381,27.000092,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Boletopsis,grisea,Hydnaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-08-27,LJ-P-4-1,100.166858,27.000006,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Calvatia, gigantea,Lycoperdaceae,Basidiomycota,1,saprotrophic ,Grouped,Soil,Medicinal,1,July-October,2014,2014-07-19,LJ-P-4-1,100.166858,27.000006,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Gomphus,floccosus,Gomphaceae,Basidiomycota,1,mycorrhizal,Scattered,Soil,Edible,1,July-October,2014,2014-08-27,LJ-P-4-1,100.166858,27.000006,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Laccaria,sp.1,Tricholomataceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-10,LJ-P-4-1,100.166858,27.000006,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Laccaria,sp.2,tricholomataceae,Basidiomycota,3,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-02,LJ-P-4-1,100.166858,27.000006,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Lactarius,controversus,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,InEdible,1,July-October,2014,2014-07-19,LJ-P-4-1,100.166858,27.000006,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Lactarius,fuliginosus,Russulaceae,Basidiomycota,2,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-10,LJ-P-4-1,100.166858,27.000006,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Lactarius,sp.hagneti,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-08-09,LJ-P-4-1,100.166858,27.000006,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Lactarius,volemus,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-09-24,LJ-P-4-1,100.166858,27.000006,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Lycoperdon,perlatum,Lycoperdaceae,Basidiomycota,3,saprotrophic ,Grouped,Soil,Edible,1,July-October,2014,2014-09-02,LJ-P-4-1,100.166858,27.000006,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Melanoleuca,cognata,Tricholomataceae,Basidiomycota,3,saprotrophic ,Grouped,Leaf litter,Unknown,1,July-October,2014,2014-09-10,LJ-P-4-1,100.166858,27.000006,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,ochroleuca,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-08-27,LJ-P-4-1,100.166858,27.000006,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,parazurea,Russulaceae,Basidiomycota,2,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-08-27,LJ-P-4-1,100.166858,27.000006,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,rosacea,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-02,LJ-P-4-1,100.166858,27.000006,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,xerampelina,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-08-27,LJ-P-4-1,100.166858,27.000006,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,xerampelina,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-09-02,LJ-P-4-1,100.166858,27.000006,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Xerocomus,ripariellus,Xerocomoideae ,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-08-09,LJ-P-4-1 ,100.166858,27.000006,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Collybia,dryophila,Marasmiaceae,Basidiomycota,3,saprotrophic ,Grouped,Leaf litter,Edible,1,July-October,2014,2014-07-10,LJ-P-4-2,100.166869,27.000058,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Hygrocybe,sp.1,Hygrophoraceae,Basidiomycota,1,saprotrophic ,Grouped,Leaf litter,Unknown,1,July-October,2014,2014-08-18,LJ-P-4-2,100.166869,27.000058,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,rosacea,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-02,LJ-P-4-2,100.166869,27.000058,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,sanguinea,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,InEdible,1,July-October,2014,2014-09-10,LJ-P-4-2,100.166869,27.000058,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,xerampelina,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-08-27,LJ-P-4-2,100.166869,27.000058,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,xerampelina,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-09-10,LJ-P-4-2,100.166869,27.000058,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,xerampelina,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-09-17,LJ-P-4-2,100.166869,27.000058,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Suillus,sp.,Boletaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-02,LJ-P-4-2,100.166869,27.000058,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Collybia,butyracea,Marasmiaceae,Basidiomycota,3,saprotrophic ,Grouped,Leaf litter,Unknown,1,July-October,2014,2014-07-10,LJ-P-4-3,100.166878,27.000058,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Hygrocybe,psittacina,Hygrophoraceae,Basidiomycota,3,saprotrophic ,Grouped,Leaf litter,Unknown,1,July-October,2014,2014-08-09,LJ-P-4-3,100.166878,27.000058,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Lactarius,fuliginosus,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-17,LJ-P-4-3,100.166878,27.000058,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Lactarius,sp.hagneti,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-08-09,LJ-P-4-3,100.166878,27.000058,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Marasmius,oreades ,Marasmiusaceae,Basidiomycota,2,saprotrophic ,Grouped,Leaf litter,Unknown,1,July-October,2014,2014-07-10,LJ-P-4-3,100.166878,27.000058,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,rosacea,Russulaceae,Basidiomycota,2,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-09-02,LJ-P-4-3,100.166878,27.000058,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,sanguinea,Russulaceae,Basidiomycota,2,mycorrhizal,Solitary,Soil,InEdible,1,July-October,2014,2014-09-17,LJ-P-4-3,100.166878,27.000058,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
russula,undulata,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Unknown,1,July-October,2014,2014-08-18,LJ-P-4-3,100.166878,27.000058,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,xerampelina,Russulaceae,Basidiomycota,1,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-08-27,LJ-P-4-3,100.166878,27.000058,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
Russula,xerampelina,Russulaceae,Basidiomycota,2,mycorrhizal,Solitary,Soil,Edible,1,July-October,2014,2014-09-10,LJ-P-4-3,100.166878,27.000058,Lijiang,Type 7,Pinus yunnanensis,Pinus armandii,,
