Genus,Species name ,Family,Phyllum,No. of individual ,Nutrition type,Growth pattern,Substrate,Use,Long term plot (y/n),Months active,Year,Date,Plot name,Longitude,Latitude,Site,Forest type,Dominant tree,Dominant tree,Dominant tree,Land Cover Type
Collybia,sp. 1,Tricholomataceae,Basidiomycota,2,,,Leaf litter,NA,yes,June-September,2014,2014-09-25,MS214,100.479797,21.514442,Mengsong,old_growth_montane_tropical_rain_forest,Syzygium brachythyrsum Merrill & L. M. Perry,Xanthophyllum flavescens Roxburgh,,
Collybia,sp. 1,Tricholomataceae,Basidiomycota,7,,,Leaf litter,NA,yes,June-September,2014,2014-08-19,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Collybia,sp. 1,Tricholomataceae,Basidiomycota,1,,,Leaf litter,NA,yes,June-September,2014,2014-08-19,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Collybia,sp. 1,Tricholomataceae,Basidiomycota,7,,,Leaf litter,NA,yes,June-September,2014,2014-09-02,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Collybia,sp. 1,Tricholomataceae,Basidiomycota,12,,,Leaf litter,NA,yes,June-September,2014,2014-06-01,OL_1,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Myrsine seguinii H. Leveille,Lithocarpus truncatus (King ex J. D. Hooker) Rehder & E. H. Wilson,,
Collybia,sp. 1,Tricholomataceae,Basidiomycota,1,,,Leaf litter,NA,yes,June-September,2014,2014-06-16,OL_3,100.481917,21.510889,Mengsong,old_growth_montane_tropical_rain_forest,Macaranga,Elaeocarpus,,
Collybia,sp. 1,Tricholomataceae,Basidiomycota,10,,,Leaf litter,NA,yes,June-September,2014,2014-06-23,OL_3,100.481917,21.510889,Mengsong,old_growth_montane_tropical_rain_forest,Macaranga,Elaeocarpus,,
Collybia,sp. 1,Tricholomataceae,Basidiomycota,N+,,,Leaf litter,NA,yes,June-September,2014,2014-07-19,OL_3,100.481917,21.510889,Mengsong,old_growth_montane_tropical_rain_forest,Macaranga,Elaeocarpus,,
Collybia,sp. 1,Tricholomataceae,Basidiomycota,4,,,Leaf litter,NA,yes,June-September,2014,2014-09-09,OL_3,100.481917,21.510889,Mengsong,old_growth_montane_tropical_rain_forest,Macaranga,Elaeocarpus,,
Collybia,sp. 1,Tricholomataceae,Basidiomycota,10,,,Leaf litter,NA,yes,June-September,2014,2014-06-17,OL_5,100.4895,21.503083,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Lithocarpus,Castanopsis,,
Collybia,sp. 1,Tricholomataceae,Basidiomycota,12,,,Leaf litter,NA,yes,June-September,2014,2014-07-13,Tea_1,100.508833,21.504972,Mengsong,shade_ancient_tea_plantation,Camellia sinensis var. assamica (J. W. Masters) Kitamura,Castanopsis mekongensis A. Camus,,
Collybia,sp. 2,Tricholomataceae,Basidiomycota,14,,,Leaf litter,NA,yes,June-September,2014,2014-06-07,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Collybia,sp. 2,Tricholomataceae,Basidiomycota,1,,,Leaf litter,NA,yes,June-September,2014,2014-08-19,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Collybia,sp. 2,Tricholomataceae,Basidiomycota,1,,,Leaf litter,NA,yes,June-September,2014,2014-08-19,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Collybia,sp. 2,Tricholomataceae,Basidiomycota,2,,,Leaf litter,NA,yes,June-September,2014,2014-09-15,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Collybia,sp. 2,Tricholomataceae,Basidiomycota,N+,,,Leaf litter,NA,yes,June-September,2014,2014-06-22,MS259,100.508531,21.505147,Mengsong,shade_ancient_tea_plantation,Camellia sinensis var. assamica (J. W. Masters) Kitamura,Castanopsis,,
Collybia,sp. 2,Tricholomataceae,Basidiomycota,N+,,,Leaf litter,NA,yes,June-September,2014,2014-06-24,MS259,100.508531,21.505147,Mengsong,shade_ancient_tea_plantation,Camellia sinensis var. assamica (J. W. Masters) Kitamura,Castanopsis,,
Collybia,sp. 2,Tricholomataceae,Basidiomycota,5,,,Leaf litter,NA,yes,June-September,2014,2014-07-13,OL_1,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Myrsine seguinii H. Leveille,Lithocarpus truncatus (King ex J. D. Hooker) Rehder & E. H. Wilson,,
Collybia,sp. 2,Tricholomataceae,Basidiomycota,4,,,Leaf litter,NA,yes,June-September,2014,2014-07-20,OL_1,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Myrsine seguinii H. Leveille,Lithocarpus truncatus (King ex J. D. Hooker) Rehder & E. H. Wilson,,
Collybia,sp. 2,Tricholomataceae,Basidiomycota,10,,,Leaf litter,NA,yes,June-September,2014,2014-06-01,OL_2,100.508811,21.509589,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Anneslea fragrans Wallich,Castanopsis,,
Collybia,sp. 2,Tricholomataceae,Basidiomycota,11,,,Leaf litter,NA,yes,June-September,2014,2014-07-15,OL_3,100.481917,21.510889,Mengsong,old_growth_montane_tropical_rain_forest,Macaranga,Elaeocarpus,,
Collybia,sp. 2,Tricholomataceae,Basidiomycota,11,,,Leaf litter,NA,yes,June-September,2014,2014-09-09,OL_3,100.481917,21.510889,Mengsong,old_growth_montane_tropical_rain_forest,Macaranga,Elaeocarpus,,
Collybia,sp. 2,Tricholomataceae,Basidiomycota,4,,,Leaf litter,NA,yes,June-September,2014,2014-08-21,OL_5,100.4895,21.503083,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Lithocarpus,Castanopsis,,
Collybia,sp. 3,Tricholomataceae,Basidiomycota,2,,,Soil,NA,yes,June-September,2013,2013-08-12,MS259,100.508531,21.505147,Mengsong,shade_ancient_tea_plantation,Camellia sinensis var. assamica (J. W. Masters) Kitamura,Castanopsis,,
Collybia,sp. 4,Tricholomataceae,Basidiomycota,1,,,Leaf litter,NA,yes,June-September,2014,2014-09-15,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Collybia,sp. 4,Tricholomataceae,Basidiomycota,2,,,Leaf litter,NA,yes,June-September,2014,2014-06-07,OL_1,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Myrsine seguinii H. Leveille,Lithocarpus truncatus (King ex J. D. Hooker) Rehder & E. H. Wilson,,
Collybia,sp. 4,Tricholomataceae,Basidiomycota,2,,,Leaf litter,NA,yes,June-September,2014,2014-06-10,OL_3,100.481917,21.510889,Mengsong,old_growth_montane_tropical_rain_forest,Macaranga,Elaeocarpus,,
Collybia,sp. 4,Tricholomataceae,Basidiomycota,2,,,Leaf litter,NA,yes,June-September,2014,2014-07-13,Tea_1,100.508833,21.504972,Mengsong,shade_ancient_tea_plantation,Camellia sinensis var. assamica (J. W. Masters) Kitamura,Castanopsis mekongensis A. Camus,,
Collybia,sp. 5,Tricholomataceae,Basidiomycota,4,,,Leaf litter,NA,yes,June-September,2014,2014-06-10,OL_4,100.480306,21.514722,Mengsong,old_growth_montane_tropical_rain_forest,Mischocarpus sundaicus Blume,Lithocarpus,,
Collybia,sp. 6,Tricholomataceae,Basidiomycota,2,,,Leaf litter,NA,yes,June-September,2014,2014-06-10,MS214,100.479797,21.514442,Mengsong,old_growth_montane_tropical_rain_forest,Syzygium brachythyrsum Merrill & L. M. Perry,Xanthophyllum flavescens Roxburgh,,
Collybia,sp. 6,Tricholomataceae,Basidiomycota,2,,,Leaf litter,NA,yes,June-September,2014,2014-08-19,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Collybia,sp. 6,Tricholomataceae,Basidiomycota,2,,,Leaf litter,NA,yes,June-September,2014,2014-06-16,OL_4,100.480306,21.514722,Mengsong,old_growth_montane_tropical_rain_forest,Mischocarpus sundaicus Blume,Lithocarpus,,
Collybia,sp. 6,Tricholomataceae,Basidiomycota,10,,,Leaf litter,NA,yes,June-September,2014,2014-06-26,OL_5,100.4895,21.503083,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Lithocarpus,Castanopsis,,
Collybia,sp. 7,Tricholomataceae,Basidiomycota,1,,,Leaf litter,NA,yes,June-September,2013,2013-06-08,MS214,100.479797,21.514442,Mengsong,old_growth_montane_tropical_rain_forest,Syzygium brachythyrsum Merrill & L. M. Perry,Xanthophyllum flavescens Roxburgh,,
Collybia,sp. 7,Tricholomataceae,Basidiomycota,1,,,Leaf litter,NA,yes,June-September,2013,2013-06-05,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Collybia,sp. 7,Tricholomataceae,Basidiomycota,1,,,Leaf litter,NA,yes,June-September,2013,2013-06-05,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Collybia,sp. 7,Tricholomataceae,Basidiomycota,2,,,Leaf litter,NA,yes,June-September,2014,2014-09-25,OL_3,100.481917,21.510889,Mengsong,old_growth_montane_tropical_rain_forest,Macaranga,Elaeocarpus,,
Collybia,sp. 7,Tricholomataceae,Basidiomycota,2,,,Leaf litter,NA,yes,June-September,2014,2014-06-02,Znd_1,100.489833,21.494583,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Castanopsis mekongensis A. Camus,Schima,,
Coltricia,cinnamomea,Hymenochaetaceae,Basidiomycota,N+,,,Root,NA,yes,June-September,2013,2013-07-25,MS214,100.479797,21.514442,Mengsong,old_growth_montane_tropical_rain_forest,Syzygium brachythyrsum Merrill & L. M. Perry,Xanthophyllum flavescens Roxburgh,,
Coltricia,cinnamomea,Hymenochaetaceae,Basidiomycota,1,,,Root,NA,yes,June-September,2013,2013-08-18,MS214,100.479797,21.514442,Mengsong,old_growth_montane_tropical_rain_forest,Syzygium brachythyrsum Merrill & L. M. Perry,Xanthophyllum flavescens Roxburgh,,
Coltricia,cinnamomea,Hymenochaetaceae,Basidiomycota,2,,,Root,NA,yes,June-September,2014,2014-07-12,Znd_5,100.492861,21.50075,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Castanopsis,Fabaceae sp.,,
Coltricia,cinnamomea,Hymenochaetaceae,Basidiomycota,4,,,Root,NA,yes,June-September,2014,2014-07-18,Znd_5,100.492861,21.50075,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Castanopsis,Fabaceae sp.,,
Coltricia,perennis,Hymenochaetaceae,Basidiomycota,N+,,,Root,NA,yes,June-September,2014,2014-09-04,MS259,100.508531,21.505147,Mengsong,shade_ancient_tea_plantation,Camellia sinensis var. assamica (J. W. Masters) Kitamura,Castanopsis,,
Coltricia,perennis,Hymenochaetaceae,Basidiomycota,10,,,Root,NA,yes,June-September,2014,2014-06-26,OL_5,100.4895,21.503083,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Lithocarpus,Castanopsis,,
Coltricia,perennis,Hymenochaetaceae,Basidiomycota,4,,,Root,NA,yes,June-September,2014,2014-07-15,Tea_3,100.499233,21.493817,Mengsong,shade_ancient_tea_plantation,Camellia sinensis var. assamica (J. W. Masters) Kitamura,Helicia,,
Coltriciella,subpicta,Hymenochaetaceae,Basidiomycota,N+,,,Root,NA,yes,June-September,2014,2014-09-30,MS214,100.479797,21.514442,Mengsong,old_growth_montane_tropical_rain_forest,Syzygium brachythyrsum Merrill & L. M. Perry,Xanthophyllum flavescens Roxburgh,,
Coltriciella,subpicta,Hymenochaetaceae,Basidiomycota,N+,,,Root,NA,yes,June-September,2014,2014-08-21,OL_5,100.4895,21.503083,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Lithocarpus,Castanopsis,,
Coltriciella,subpicta,Hymenochaetaceae,Basidiomycota,17,,,Root,NA,yes,June-September,2014,2014-09-01,OL_5,100.4895,21.503083,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Lithocarpus,Castanopsis,,
Coltriciella,subpicta,Hymenochaetaceae,Basidiomycota,5,,,Root,NA,yes,June-September,2014,2014-06-28,Znd_1,100.489833,21.494583,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Castanopsis mekongensis A. Camus,Schima,,
Coltriciella,subpicta,Hymenochaetaceae,Basidiomycota,4,,,Root,NA,yes,June-September,2014,2014-08-18,Znd_2,100.508083,21.504083,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Quercus acutissima Carruthers,Dendrocalamus,,
Coltriciella,subpicta,Hymenochaetaceae,Basidiomycota,2,,,Root,NA,yes,June-September,2014,2014-09-05,Znd_2,100.508083,21.504083,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Quercus acutissima Carruthers,Dendrocalamus,,
Coltriciella,subpicta,Hymenochaetaceae,Basidiomycota,2,,,Root,NA,yes,June-September,2014,2014-08-16,Znd_5,100.492861,21.50075,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Castanopsis,Fabaceae sp.,,
Coltriciella,subpicta,Hymenochaetaceae,Basidiomycota,4,,,Root,NA,yes,June-September,2014,2014-08-21,Znd_5,100.492861,21.50075,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Castanopsis,Fabaceae sp.,,
Coltriciella,subpicta,Hymenochaetaceae,Basidiomycota,2,,,Root,NA,yes,June-September,2014,2014-09-18,Znd_5,100.492861,21.50075,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Castanopsis,Fabaceae sp.,,
Coprinellus, disseminatus,Psathyrellaceae,Basidiomycota,N+,,,Wood,NA,yes,June-September,2014,2014-09-14,Znd_5,100.492861,21.50075,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Castanopsis,Fabaceae sp.,,
Coprinellus, radians,Psathyrellaceae,Basidiomycota,3,,,Wood,NA,yes,June-September,2013,2013-09-14,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Coprinellus, radians,Psathyrellaceae,Basidiomycota,1,,,Leaf litter,NA,yes,June-September,2014,2014-08-31,MS259,100.508531,21.505147,Mengsong,shade_ancient_tea_plantation,Camellia sinensis var. assamica (J. W. Masters) Kitamura,Castanopsis,,
Coprinellus, radians,Psathyrellaceae,Basidiomycota,1,,,Leaf litter,NA,yes,June-September,2014,2014-09-16,Tea_5,100.494444,21.499083,Mengsong,shade_ancient_tea_plantation,Camellia sinensis var. assamica (J. W. Masters) Kitamura,Castanopsis,,
Coprinellus,disseminatus,Psathyrellaceae,Basidiomycota,N+,,,Wood,NA,yes,June-September,2013,2013-06-15,MS214,100.479797,21.514442,Mengsong,old_growth_montane_tropical_rain_forest,Syzygium brachythyrsum Merrill & L. M. Perry,Xanthophyllum flavescens Roxburgh,,
Coprinellus,disseminatus,Psathyrellaceae,Basidiomycota,1,,,Twig,NA,yes,June-September,2013,2013-06-27,MS214,100.479797,21.514442,Mengsong,old_growth_montane_tropical_rain_forest,Syzygium brachythyrsum Merrill & L. M. Perry,Xanthophyllum flavescens Roxburgh,,
Coprinellus,disseminatus,Psathyrellaceae,Basidiomycota,2,,,Wood,NA,yes,June-September,2013,2013-08-17,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Coprinellus,disseminatus,Psathyrellaceae,Basidiomycota,2,,,Wood,NA,yes,June-September,2013,2013-08-28,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Coprinellus,disseminatus,Psathyrellaceae,Basidiomycota,1,,,Wood,NA,yes,June-September,2013,2013-09-14,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Coprinellus,disseminatus,Psathyrellaceae,Basidiomycota,2,,,Wood,NA,yes,June-September,2013,2013-09-17,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Coprinellus,disseminatus,Psathyrellaceae,Basidiomycota,1,,,Twig,NA,yes,June-September,2014,2014-06-01,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Coprinellus,disseminatus,Psathyrellaceae,Basidiomycota,N+,,,Twig,NA,yes,June-September,2014,2014-07-20,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Coprinellus,disseminatus,Psathyrellaceae,Basidiomycota,4,,,Twig,NA,yes,June-September,2014,2014-09-04,MS259,100.508531,21.505147,Mengsong,shade_ancient_tea_plantation,Camellia sinensis var. assamica (J. W. Masters) Kitamura,Castanopsis,,
Coprinellus,disseminatus,Psathyrellaceae,Basidiomycota,N+,,,Twig,NA,yes,June-September,2014,2014-09-09,OL_2,100.508811,21.509589,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Anneslea fragrans Wallich,Castanopsis,,
Coprinellus,disseminatus,Psathyrellaceae,Basidiomycota,14,,,Wood,NA,yes,June-September,2014,2014-06-10,OL_3,100.481917,21.510889,Mengsong,old_growth_montane_tropical_rain_forest,Macaranga,Elaeocarpus,,
Coprinellus,disseminatus,Psathyrellaceae,Basidiomycota,N+,,,Wood,NA,yes,June-September,2014,2014-09-30,Tea_4,100.512833,21.49245,Mengsong,shade_ancient_tea_plantation,Camellia sinensis var. assamica (J. W. Masters) Kitamura,Schima,,
Coprinus, comatus,Agaricaceae,Basidiomycota,1,,,Wood,NA,yes,June-September,2014,2014-06-23,MS214,100.479797,21.514442,Mengsong,old_growth_montane_tropical_rain_forest,Syzygium brachythyrsum Merrill & L. M. Perry,Xanthophyllum flavescens Roxburgh,,
Coprinus, micaceus,Agaricaceae,Basidiomycota,1,,,Twig,NA,yes,June-September,2014,2014-09-10,Tea_3,100.499233,21.493817,Mengsong,shade_ancient_tea_plantation,Camellia sinensis var. assamica (J. W. Masters) Kitamura,Helicia,,
Coprinus,atramentarius,Agaricaceae,Basidiomycota,4,,,Twig,NA,yes,June-September,2014,2014-06-10,MS214,100.479797,21.514442,Mengsong,old_growth_montane_tropical_rain_forest,Syzygium brachythyrsum Merrill & L. M. Perry,Xanthophyllum flavescens Roxburgh,,
Coprinus,atramentarius,Agaricaceae,Basidiomycota,1,,,Wood,NA,yes,June-September,2014,2014-09-30,Tea_4,100.512833,21.49245,Mengsong,shade_ancient_tea_plantation,Camellia sinensis var. assamica (J. W. Masters) Kitamura,Schima,,
Coprinus,atramentarius,Agaricaceae,Basidiomycota,1,,,Twig,NA,yes,June-September,2014,2014-09-01,Tea_5,100.494444,21.499083,Mengsong,shade_ancient_tea_plantation,Camellia sinensis var. assamica (J. W. Masters) Kitamura,Castanopsis,,
Coprinus,atramentarius,Agaricaceae,Basidiomycota,7,,,Twig,NA,yes,June-September,2014,2014-09-10,Tea_5,100.494444,21.499083,Mengsong,shade_ancient_tea_plantation,Camellia sinensis var. assamica (J. W. Masters) Kitamura,Castanopsis,,
Coprinus,micaceus,Agaricaceae,Basidiomycota,9,,,Twig,NA,yes,June-September,2014,2014-06-23,MS214,100.479797,21.514442,Mengsong,old_growth_montane_tropical_rain_forest,Syzygium brachythyrsum Merrill & L. M. Perry,Xanthophyllum flavescens Roxburgh,,
Cordierites,frondosa,Helotiaceae,Ascomycota,1,,,Wood,NA,yes,June-September,2014,2014-07-13,MS145,100.494964,21.528369,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Schima wallichii (Candolle) Korthals,Castanopsis mekongensis A. Camus,,
Cordyceps, militaris,Cordycipitaceae,Ascomycota,1,,,Insect,NA,yes,June-September,2013,2013-06-06,MS145,100.494964,21.528369,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Schima wallichii (Candolle) Korthals,Castanopsis mekongensis A. Camus,,
Cordyceps,militaris,Cordycipitaceae,Ascomycota,1,,,Insect,NA,yes,June-September,2013,2013-07-17,MS214,100.479797,21.514442,Mengsong,old_growth_montane_tropical_rain_forest,Syzygium brachythyrsum Merrill & L. M. Perry,Xanthophyllum flavescens Roxburgh,,
Coriolopsis, sanguinaria,Polyporaceae,Basidiomycota,2,,,Wood,NA,yes,June-September,2013,2013-06-23,MS145,100.494964,21.528369,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Schima wallichii (Candolle) Korthals,Castanopsis mekongensis A. Camus,,
Coriolopsis, sanguinaria,Polyporaceae,Basidiomycota,N+,,,Wood,NA,yes,June-September,2013,2013-08-05,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Coriolopsis, sanguinaria,Polyporaceae,Basidiomycota,2,,,Wood,NA,yes,June-September,2013,2013-08-22,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Coriolopsis, sanguinaria,Polyporaceae,Basidiomycota,1,,,Wood,NA,yes,June-September,2013,2013-08-22,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Coriolopsis, sanguinaria,Polyporaceae,Basidiomycota,G+,,,Wood,NA,yes,June-September,2013,2013-08-22,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Coriolopsis, sanguinaria,Polyporaceae,Basidiomycota,1,,,Wood,NA,yes,June-September,2013,2013-08-22,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Coriolopsis, sanguinaria,Polyporaceae,Basidiomycota,2,,,Wood,NA,yes,June-September,2013,2013-09-03,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Coriolopsis, sanguinaria,Polyporaceae,Basidiomycota,2,,,Wood,NA,yes,June-September,2014,2014-07-19,Tea_3,100.499233,21.493817,Mengsong,shade_ancient_tea_plantation,Camellia sinensis var. assamica (J. W. Masters) Kitamura,Helicia,,
Coriolopsis, sanguinaria,Polyporaceae,Basidiomycota,N+,,,Wood,NA,yes,June-September,2014,2014-09-01,Tea_5,100.494444,21.499083,Mengsong,shade_ancient_tea_plantation,Camellia sinensis var. assamica (J. W. Masters) Kitamura,Castanopsis,,
Cortinarius, iodes,Cortinariaceae,Basidiomycota,5,,,Root,NA,yes,June-September,2014,2014-08-18,Znd_2,100.508083,21.504083,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Quercus acutissima Carruthers,Dendrocalamus,,
Cortinarius, purpurascens,Cortinariaceae,Basidiomycota,2,,,Root,NA,yes,June-September,2014,2014-07-20,MS240,100.510583,21.509306,Mengsong,old_gtowth_monsoon_evergreen_broadleaf_forest,Cryptocarya,Anneslea fragrans Wallich,,
Cortinarius, purpurascens,Cortinariaceae,Basidiomycota,11,,,Root,NA,yes,June-September,2014,2014-08-28,Znd_2,100.508083,21.504083,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Quercus acutissima Carruthers,Dendrocalamus,,
Cortinarius,alnobetulae,Cortinariaceae,Basidiomycota,1,,,Root,NA,yes,June-September,2013,2013-08-06,MS145,100.494964,21.528369,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Schima wallichii (Candolle) Korthals,Castanopsis mekongensis A. Camus,,
Cortinarius,alnobetulae,Cortinariaceae,Basidiomycota,2,,,Root,NA,yes,June-September,2013,2013-08-06,MS145,100.494964,21.528369,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Schima wallichii (Candolle) Korthals,Castanopsis mekongensis A. Camus,,
Cortinarius,alnobetulae,Cortinariaceae,Basidiomycota,2,,,Root,NA,yes,June-September,2013,2013-09-15,MS145,100.494964,21.528369,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Schima wallichii (Candolle) Korthals,Castanopsis mekongensis A. Camus,,
Cortinarius,alnobetulae,Cortinariaceae,Basidiomycota,14,,,Root,NA,yes,June-September,2013,2013-09-23,MS145,100.494964,21.528369,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Schima wallichii (Candolle) Korthals,Castanopsis mekongensis A. Camus,,
Cortinarius,alnobetulae,Cortinariaceae,Basidiomycota,5,,,Root,NA,yes,June-September,2014,2014-08-18,Znd_2,100.508083,21.504083,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Quercus acutissima Carruthers,Dendrocalamus,,
Cortinarius,sp. 1,Cortinariaceae,Basidiomycota,1,,,Root,NA,yes,June-September,2014,2014-06-28,Znd_1,100.489833,21.494583,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Castanopsis mekongensis A. Camus,Schima,,
Cortinarius,sp. 2,Cortinariaceae,Basidiomycota,7,,,Root,NA,yes,June-September,2014,2014-08-18,Znd_2,100.508083,21.504083,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Quercus acutissima Carruthers,Dendrocalamus,,
Crepidotus,applanatus,Inocybaceae,Basidiomycota,N+,,,Wood,NA,yes,June-September,2014,2014-07-15,Tea_5,100.494444,21.499083,Mengsong,shade_ancient_tea_plantation,Camellia sinensis var. assamica (J. W. Masters) Kitamura,Castanopsis,,
Crepidotus,applanatus,Inocybaceae,Basidiomycota,N+,,,Wood,NA,yes,June-September,2014,2014-07-18,Tea_5,100.494444,21.499083,Mengsong,shade_ancient_tea_plantation,Camellia sinensis var. assamica (J. W. Masters) Kitamura,Castanopsis,,
Crepidotus,mollis,Inocybaceae,Basidiomycota,N+,,,Wood,NA,yes,June-September,2013,2013-07-03,MS145,100.494964,21.528369,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Schima wallichii (Candolle) Korthals,Castanopsis mekongensis A. Camus,,
Crepidotus,mollis,Inocybaceae,Basidiomycota,N+,,,Wood,NA,yes,June-September,2013,2013-07-18,MS145,100.494964,21.528369,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Schima wallichii (Candolle) Korthals,Castanopsis mekongensis A. Camus,,
Crepidotus,mollis,Inocybaceae,Basidiomycota,N+,,,Twig,NA,yes,June-September,2013,2013-07-18,MS145,100.494964,21.528369,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Schima wallichii (Candolle) Korthals,Castanopsis mekongensis A. Camus,,
Crepidotus,mollis,Inocybaceae,Basidiomycota,N+,,,Wood,NA,yes,June-September,2013,2013-07-18,MS145,100.494964,21.528369,Mengsong,secondary_forest_monsoon_evergreen_broadleaf_forest,Schima wallichii (Candolle) Korthals,Castanopsis mekongensis A. Camus,,
